sid,stimfile,eye_used,trialid,n_fix_trial,sum_fix_dur_trial,dwell_time_trial,mean_fix_dur_trial,n_sacc_trial,sum_sacc_dur_trial,mean_sacc_dur_trial,mean_sacc_ampl_trial,ratio_progress_regress_trial,n_between_line_regress_trial,n_within_line_regress_trial,n_regress_trial,n_progress_trial,n_transit_trial,aoi,aoi_kind,content,dwell_time_aoi,n_fix_aoi,sum_fix_dur_aoi,mean_fix_dur_aoi,skipped_aoi,n_fix_first_visit_aoi,first_fix_dur_aoi,first_fix_land_pos_aoi,dwell_time_first_visit_aoi,sum_fix_dur_first_visit_aoi,sum_fix_dur_after_first_visit_aoi,dwell_time_rereading_aoi,n_revisits_aoi,task
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_005-part_014,subline,Požeš,855.9030000000494,2,1663.7939999999944,831.8969999999972,0,2,707.8719999999739,0.29768750000000066,855.9030000000494,831.8969999999972,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_005-part_015,subline,"meny,",655.9360000001034,1,1319.874000000069,1319.874000000069,0,1,659.9370000000345,0.2681318681318691,655.9360000001034,659.9370000000345,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006,line,,14534.791000000085,25,27877.60599999898,1115.1042399999592,0,25,159.93700000003446,0.09987312811980034,14534.791000000085,13938.80299999949,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_001,subline,kada,1055.877000000095,3,2007.7380000003614,669.2460000001205,0,3,140.07300000009127,0.6616853932584268,1055.877000000095,1003.8690000001807,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_002,subline,tasnepře,1255.9159999999683,3,2487.8259999998845,829.2753333332948,0,1,159.93700000003446,0.2797072072072073,155.93700000003446,159.93700000003446,1083.9759999999078,1099.9789999999339,1,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_003,subline,bličovasa,1575.8340000000317,2,3119.726000000024,1559.863000000012,0,2,639.814000000013,0.23988095238095256,1575.8340000000317,1559.863000000012,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_004,subline,muto,411.94900000002235,1,831.8880000000354,831.8880000000354,0,1,415.9440000000177,0.2760616438356169,411.94900000002235,415.9440000000177,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_005,subline,"dinéje,",1815.7569999999832,1,3639.5200000000186,3639.5200000000186,0,1,1819.7600000000093,0.5003804347826096,1815.7569999999832,1819.7600000000093,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_006,subline,roč,463.9679999999935,2,943.938000000082,471.969000000041,0,1,220.06099999998696,0.24826530612244824,216.05999999993946,220.06099999998696,251.90800000005402,247.90800000005402,1,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_007,subline,mitulore.,1655.9470000000438,3,3287.897999999812,1095.9659999999374,0,1,452.06200000003446,0.19560975609756054,448.0610000001034,452.06200000003446,1191.8869999998715,1207.8859999999404,1,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_008,subline,Subaj,587.8760000000475,1,1183.752000000095,1183.752000000095,0,1,591.8760000000475,0.24919871794871795,587.8760000000475,591.8760000000475,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_009,subline,limal,871.9910000000382,1,1751.9820000000764,1751.9820000000764,0,1,875.9910000000382,0.35777777777777764,871.9910000000382,875.9910000000382,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_010,subline,vůrnice,1091.8379999999888,2,2151.7039999999106,1075.8519999999553,0,2,971.8789999999572,0.23163366336633645,1091.8379999999888,1075.8519999999553,0.0,0.0,0,T5_Pseudo_Text
1003,s7_stimuli_t5.jpg,b,166,216,118053.58000000042,125825.06700000004,546.5443518518538,215,8635.418999999878,40.164739534883154,71.78616246644599,5.4,0,20,20,108,128,line_006-part_011,subline,ka,376.04099999996834,1,760.0800000000745,760.0800000000745,0,1,380.04000000003725,0.43199999999999933,376.04099999996834,380.04000000003725,0.0,0.0,0,T5_Pseudo_Text
